"ID","BDAT","LACT","Event","DIM","Date","Remark","Protocols","Technician",
     19150 ,10/21/17,   2 ,DIARHEA    , 318 ,11/27/21,                ,PUMP/BOLUS,Diana,
     19150 ,10/21/17,   3 ,DIARHEA    ,  18 ,01/13/22,                ,PUMP/BOLUS,Diana,
     19150 ,10/21/17,   3 ,DIARHEA    ,  19 ,01/14/22,                ,PUMP/BOLUS,Diana,
     19150 ,10/21/17,   3 ,DIARHEA    ,  20 ,01/15/22,                ,PUMP/BOLUS,Diana,
     19150 ,10/21/17,   3 ,DIARHEA    ,  21 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
     19150 ,10/21/17,   3 ,DIARHEA    , 102 ,04/07/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19150 ,10/21/17,   4 ,DIARHEA    ,   7 ,01/10/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19162 ,10/26/17,   3 ,PNEU       , 354 ,08/17/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19165 ,10/27/17,   2 ,PNEU       , 339 ,12/08/21,                ,PolyFlex.22     ,Diana,
     19165 ,10/27/17,   3 ,PNEU       ,   0 ,12/12/21,OXYTET          ,OXYTET.50       ,Belsasar,
     19167 ,10/28/17,   4 ,DIARHEA    , 261 ,07/02/23,PMP.BOL         ,PUMP/BOLUS,,
     19176 ,11/02/17,   4 ,DIARHEA    ,   4 ,12/08/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19180 ,11/02/17,   4 ,PNEU       ,  21 ,09/30/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
     19196 ,11/24/19,   1 ,DIARHEA    , 147 ,03/11/22,                ,PUMP/BOLUS,Diana,
     19197 ,11/08/17,   3 ,DIARHEA    ,  97 ,01/28/22,                ,PUMP/BOLUS,Diana,
     19197 ,11/08/17,   3 ,DIARHEA    ,  98 ,01/29/22,                ,PUMP/BOLUS,Diana,
     19197 ,11/08/17,   3 ,DIARHEA    , 158 ,03/30/22,KAOLIN          ,PUMP/BOLUS,Diana,
     19207 ,11/12/17,   3 ,DIARHEA    ,  32 ,11/12/21,                ,PUMP/BOLUS,Diana,
     19207 ,11/12/17,   3 ,DIARHEA    ,  33 ,11/13/21,                ,PUMP/BOLUS,Diana,
     19207 ,11/12/17,   3 ,DIARHEA    ,  34 ,11/14/21,                ,PUMP/BOLUS,Belsasar,
     19216 ,11/17/17,   3 ,DIARHEA    ,  21 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
     19216 ,11/17/17,   3 ,DIARHEA    ,  22 ,11/22/21,                ,PUMP/BOLUS,Diana,
     19216 ,11/17/17,   3 ,DIARHEA    ,  23 ,11/23/21,                ,PUMP/BOLUS,Diana,
     19245 ,11/27/17,   2 ,PNEU       , 147 ,04/04/21,POLY 15         ,PolyFlex.22     ,,
     19260 ,12/01/17,   3 ,DIARHEA    ,  17 ,01/27/22,                ,PUMP/BOLUS,Diana,
     19266 ,12/03/17,   4 ,DIARHEA    ,  44 ,01/09/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19266 ,12/03/17,   4 ,DIARHEA    ,  45 ,01/10/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19267 ,12/03/17,   3 ,DIARHEA    ,  94 ,03/09/22,                ,PUMP/BOLUS,Diana,
     19267 ,12/03/17,   3 ,DIARHEA    ,  95 ,03/10/22,                ,PUMP/BOLUS,Diana,
     19278 ,12/06/17,   3 ,DIARHEA    ,   4 ,10/16/21,                ,PUMP/BOLUS,Diana,
     19278 ,12/06/17,   3 ,DIARHEA    ,   5 ,10/17/21,                ,PUMP/BOLUS,Belsasar,
     19293 ,12/10/17,   3 ,DIARHEA    , 227 ,08/09/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19295 ,12/11/17,   3 ,DIARHEA    ,  25 ,01/22/22,                ,PUMP/BOLUS,Diana,
     19295 ,12/11/17,   3 ,DIARHEA    ,  27 ,01/24/22,                ,PUMP/BOLUS,,
     19296 ,12/11/17,   3 ,DIARHEA    ,   7 ,12/21/21, CMPK/OP,PUMP/BOLUS,Diana,
     19296 ,12/11/17,   3 ,DIARHEA    ,   8 ,12/22/21,                ,PUMP/BOLUS,Diana,
     19296 ,12/11/17,   3 ,DIARHEA    ,   9 ,12/23/21,                ,PUMP/BOLUS,Diana,
     19296 ,12/11/17,   3 ,DIARHEA    ,  10 ,12/24/21,ALF/YMCP,PUMP/BOLUS,Diana,
     19298 ,12/12/17,   3 ,PNEU       ,  32 ,06/06/22,POL.26IM        ,Polyflex.26     ,Moise's,
     19316 ,12/18/17,   2 ,PNEU       , 201 ,05/24/21,POLY 30C        ,PolyFlex.22     ,,
     19316 ,12/18/17,   3 ,DIARHEA    ,  10 ,02/10/22,                ,PUMP/BOLUS,,
     19316 ,12/18/17,   3 ,DIARHEA    ,  12 ,02/12/22,                ,PUMP/BOLUS,,
     19316 ,12/18/17,   3 ,DIARHEA    ,  13 ,02/13/22,                ,PUMP/BOLUS,Miguel,
     19327 ,12/24/17,   2 ,PNEU       , 282 ,09/29/21,                ,PolyFlex.22     ,Tara,
     19328 ,12/25/17,   3 ,DIARHEA    ,  28 ,12/31/21,                ,PUMP/BOLUS,Diana,
     19328 ,12/25/17,   3 ,DIARHEA    ,  29 ,01/01/22,                ,PUMP/BOLUS,Belsasar,
     19331 ,12/26/17,   3 ,DIARHEA    ,  11 ,06/11/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
     19331 ,12/26/17,   3 ,PNEU       ,  52 ,07/22/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19335 ,12/27/17,   3 ,DIARHEA    , 131 ,03/11/22,                ,PUMP/BOLUS,Diana,
     19336 ,12/27/17,   3 ,DIARHEA    ,   6 ,01/18/22,                ,PUMP/BOLUS,Diana,
     19336 ,12/27/17,   3 ,DIARHEA    ,   7 ,01/19/22,SCIMIC          ,PUMP/BOLUS,Diana,
     19336 ,12/27/17,   3 ,DIARHEA    ,   8 ,01/20/22,                ,PUMP/BOLUS,Diana,
     19358 ,01/05/18,   3 ,PNEU       , 214 ,08/10/22,POL.26IM        ,Polyflex.26     ,Moise's,
     19371 ,01/08/18,   2 ,DIARHEA    , 105 ,09/06/21,BVIT/BOL,PUMP/BOLUS,Tara,
     19376 ,01/09/18,   3 ,DIARHEA    ,   2 ,04/21/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19376 ,01/09/18,   3 ,DIARHEA    ,  15 ,05/04/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19376 ,01/09/18,   3 ,DIARHEA    ,  16 ,05/05/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19398 ,01/19/18,   2 ,DIARHEA    ,   6 ,07/03/21,                ,PUMP/BOLUS,Belsasar,
     19404 ,01/20/18,   3 ,DIARHEA    ,  16 ,03/12/22,                ,PUMP/BOLUS,Diana,
     19422 ,01/26/18,   3 ,DIARHEA    ,  14 ,03/23/22,KAOLIN          ,PUMP/BOLUS,Diana,
     19422 ,01/26/18,   3 ,DIARHEA    ,  20 ,03/29/22,KAOLIN          ,PUMP/BOLUS,Diana,
     19422 ,01/26/18,   3 ,DIARHEA    ,  25 ,04/03/22,KAOLIN          ,PUMP/BOLUS,Diana,
     19427 ,01/29/18,   3 ,DIARHEA    ,   4 ,02/19/22,                ,PUMP/BOLUS,Diana,
     19427 ,01/29/18,   3 ,DIARHEA    ,   5 ,02/20/22,                ,PUMP/BOLUS,Belsasar,
     19427 ,01/29/18,   3 ,DIARHEA    ,   6 ,02/21/22,                ,PUMP/BOLUS,Diana,
     19442 ,02/02/18,   4 ,DIARHEA    ,   6 ,02/13/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
     19443 ,02/02/18,   3 ,PNEU       ,   4 ,12/07/21,                ,PolyFlex.22     ,Diana,
     19458 ,02/06/18,   3 ,DIARHEA    , 239 ,08/09/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19478 ,02/14/18,   3 ,PNEU       ,  30 ,06/19/22,CEF.26SQ        ,Ceftiofur.26    ,Miguel,
     19480 ,02/14/18,   2 ,DIARHEA    ,  39 ,08/12/21,                ,PUMP/BOLUS,Tara,
     19505 ,02/24/18,   4 ,DIARHEA    ,  47 ,10/21/23,PMP.BOL         ,PUMP/BOLUS,,
     19508 ,02/25/18,   3 ,DIARHEA    ,   2 ,02/03/22,                ,PUMP/BOLUS,Diana,
     19508 ,02/25/18,   3 ,DIARHEA    ,   3 ,02/04/22,                ,PUMP/BOLUS,Diana,
     19508 ,02/25/18,   3 ,DIARHEA    ,   4 ,02/05/22,                ,PUMP/BOLUS,Diana,
     19513 ,02/26/18,   3 ,DIARHEA    ,   9 ,02/13/22,                ,PUMP/BOLUS,Miguel,
     19513 ,02/26/18,   3 ,DIARHEA    ,  10 ,02/14/22,                ,PUMP/BOLUS,Diana,
     19513 ,02/26/18,   3 ,DIARHEA    ,  11 ,02/15/22,                ,PUMP/BOLUS,Diana,
     19522 ,03/03/18,   2 ,PNEU       , 307 ,03/06/22,OXYTET          ,OXYTET.50       ,,
     19522 ,03/03/18,   3 ,DIARHEA    ,   4 ,06/12/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
     19523 ,03/05/18,   4 ,DIARHEA    ,   4 ,06/29/23,PMP.BOL         ,PUMP/BOLUS,,
     19527 ,03/07/18,   3 ,PNEU       ,  70 ,09/20/22,POL.26IM        ,Polyflex.26     ,Diana,
     19533 ,03/11/18,   3 ,PNEU       ,  49 ,06/27/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19533 ,03/11/18,   3 ,PNEU       ,  74 ,07/22/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19534 ,03/11/18,   3 ,DIARHEA    ,   0 ,06/12/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
     19534 ,03/11/18,   3 ,PNEU       ,   2 ,06/14/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19534 ,03/11/18,   3 ,DIARHEA    ,  23 ,07/05/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19547 ,03/15/18,   4 ,DIARHEA    ,  16 ,02/21/23,PMP.BOL         ,PUMP/BOLUS,,
     19551 ,03/18/18,   3 ,PNEU       ,  43 ,06/17/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19551 ,03/18/18,   3 ,DIARHEA    ,  54 ,06/28/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19551 ,03/18/18,   3 ,PNEU       ,  67 ,07/11/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19551 ,03/18/18,   4 ,DIARHEA    ,   9 ,08/14/23,PMP.BOL         ,PUMP/BOLUS,,
     19564 ,03/24/18,   3 ,DIARHEA    , 162 ,03/12/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
     19593 ,04/05/18,   3 ,DIARHEA    ,  11 ,06/16/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19602 ,04/08/18,   3 ,DIARHEA    ,  14 ,04/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19602 ,04/08/18,   3 ,PNEU       , 143 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19605 ,04/08/18,   3 ,PNEU       ,  35 ,06/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19607 ,04/10/18,   2 ,PNEU       , 349 ,04/06/22,XC.20BOE        ,EXCEDE.20       ,Diana,
     19615 ,04/11/18,   3 ,DIARHEA    ,   5 ,06/01/22,PMP.BOL         ,PUMP/BOLUS,,
     19616 ,04/11/18,   3 ,DIARHEA    , 332 ,02/17/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19618 ,04/12/18,   3 ,PNEU       , 145 ,08/18/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19627 ,04/14/18,   2 ,PNEU       , 325 ,03/30/22,                ,PolyFlex.22     ,Diana,
     19638 ,04/17/18,   3 ,DIARHEA    ,  17 ,04/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19638 ,04/17/18,   3 ,PNEU       , 103 ,07/15/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19645 ,04/20/18,   2 ,DIARHEA    ,   6 ,03/15/21,                ,PUMP/BOLUS,Diana,
     19645 ,04/20/18,   2 ,DIARHEA    ,   7 ,03/16/21,                ,PUMP/BOLUS,Diana,
     19645 ,04/20/18,   2 ,DIARHEA    ,   8 ,03/17/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,   8 ,04/13/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,   9 ,04/14/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,  10 ,04/15/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,  14 ,04/19/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,  15 ,04/20/21,                ,PUMP/BOLUS,Diana,
     19658 ,04/26/18,   2 ,DIARHEA    ,  16 ,04/21/21,                ,PUMP/BOLUS,Diana,
     19665 ,04/28/18,   2 ,DIARHEA    ,   2 ,04/22/21,                ,PUMP/BOLUS,Diana,
     19665 ,04/28/18,   2 ,DIARHEA    ,   3 ,04/23/21,                ,PUMP/BOLUS,Diana,
     19665 ,04/28/18,   2 ,DIARHEA    ,   4 ,04/24/21,                ,PUMP/BOLUS,Diana,
     19665 ,04/28/18,   2 ,DIARHEA    ,   5 ,04/25/21,                ,PUMP/BOLUS,Belsasar,
     19665 ,04/28/18,   2 ,DIARHEA    ,   6 ,04/26/21,                ,PUMP/BOLUS,Belsasar,
     19665 ,04/28/18,   2 ,DIARHEA    ,   7 ,04/27/21,                ,PUMP/BOLUS,Diana,
     19669 ,04/29/18,   3 ,DIARHEA    ,   7 ,05/31/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19671 ,04/30/18,   2 ,DIARHEA    ,  16 ,07/11/21,                ,PUMP/BOLUS,Belsasar,
     19701 ,05/09/18,   3 ,DIARHEA    ,  10 ,05/24/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19702 ,05/10/18,   3 ,PNEU       , 129 ,08/19/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19703 ,05/10/18,   3 ,DIARHEA    ,  24 ,07/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19703 ,05/10/18,   3 ,DIARHEA    ,  30 ,07/24/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19708 ,05/12/18,   3 ,PNEU       ,  90 ,07/15/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19725 ,05/18/18,   3 ,DIARHEA    ,  11 ,08/08/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19729 ,05/18/18,   2 ,DIARHEA    , 187 ,11/06/21,                ,PUMP/BOLUS,Diana,
     19729 ,05/18/18,   2 ,DIARHEA    , 188 ,11/07/21,                ,PUMP/BOLUS,Belsasar,
     19729 ,05/18/18,   2 ,DIARHEA    , 189 ,11/08/21,                ,PUMP/BOLUS,Diana,
     19729 ,05/18/18,   2 ,PNEU       , 190 ,11/09/21,                ,Ceftiofur.22    ,Diana,
     19730 ,05/19/18,   2 ,PNEU       ,  14 ,06/16/21,                ,Ceftiofur.22    ,Tara,
     19737 ,05/21/18,   3 ,PNEU       ,   1 ,06/18/22,CEF.26SQ        ,Ceftiofur.26    ,Miguel,
     19738 ,05/22/18,   4 ,DIARHEA    ,  11 ,07/11/23,PMP.BOL         ,PUMP/BOLUS,,
     19744 ,05/23/18,   2 ,DIARHEA    ,  95 ,08/10/21,BOLUS           ,PUMP/BOLUS,Tara,
     19750 ,05/24/18,   3 ,DIARHEA    , 151 ,10/04/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19750 ,05/24/18,   3 ,PNEU       , 151 ,10/04/22,POL.26IM        ,Polyflex.26     ,Diana,
     19762 ,05/30/18,   3 ,PNEU       ,   2 ,08/31/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
     19763 ,05/30/18,   3 ,PNEU       , 110 ,08/10/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19767 ,05/31/18,   3 ,DIARHEA    ,   8 ,07/09/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19767 ,05/31/18,   3 ,PNEU       , 111 ,10/20/22,XC.20BOE        ,EXCEDE.20       ,Nico,
     19780 ,06/04/18,   3 ,PNEU       , 124 ,08/20/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19783 ,06/07/18,   3 ,PNEU       ,  18 ,08/14/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
     19784 ,06/07/18,   3 ,PNEU       ,  29 ,07/13/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19791 ,06/11/18,   2 ,DIARHEA    , 330 ,03/11/22,                ,PUMP/BOLUS,Diana,
     19806 ,06/16/18,   2 ,PNEU       , 397 ,08/09/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19806 ,06/16/18,   3 ,PNEU       ,   5 ,08/17/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19821 ,06/20/18,   3 ,DIARHEA    ,   9 ,10/07/22,PMP.BOL         ,PUMP/BOLUS,,
     19829 ,06/25/18,   2 ,DIARHEA    ,   8 ,08/15/21,                ,PUMP/BOLUS,Belsasar,
     19838 ,06/28/18,   2 ,DIARHEA    ,  76 ,11/02/21,PMB ALF         ,PUMP/BOLUS,Belsasar,
     19838 ,06/28/18,   2 ,DIARHEA    ,  77 ,11/03/21,                ,PUMP/BOLUS,Diana,
     19841 ,06/29/18,   4 ,DIARHEA    , 129 ,10/25/23,PMP.BOL         ,PUMP/BOLUS,,
     19869 ,07/09/18,   3 ,PNEU       ,  48 ,08/28/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
     19899 ,07/20/18,   3 ,PNEU       ,  87 ,10/17/22,POL.26IM        ,Polyflex.26     ,,
     19903 ,07/23/18,   3 ,PNEU       ,   7 ,06/15/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19903 ,07/23/18,   3 ,PNEU       ,  33 ,07/11/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     19912 ,07/24/18,   3 ,PNEU       ,  16 ,08/19/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     19912 ,07/24/18,   4 ,DIARHEA    ,   3 ,08/11/23,PMP.BOL         ,PUMP/BOLUS,,
     19920 ,07/27/18,   3 ,DIARHEA    ,  14 ,07/09/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19920 ,07/27/18,   3 ,DIARHEA    ,  28 ,07/23/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19921 ,07/27/18,   3 ,DIARHEA    ,   1 ,09/11/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19933 ,07/31/18,   3 ,DIARHEA    ,   7 ,09/13/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19933 ,07/31/18,   3 ,DIARHEA    ,  14 ,09/20/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19939 ,08/02/18,   2 ,DIARHEA    ,  29 ,08/01/21,BOLUS           ,PUMP/BOLUS,Belsasar,
     19939 ,08/02/18,   3 ,DIARHEA    , 227 ,05/07/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
     19952 ,08/05/18,   2 ,DIARHEA    ,   2 ,10/03/21,                ,PUMP/BOLUS,Belsasar,
     19952 ,08/05/18,   2 ,PNEU       , 165 ,03/15/22,OXYTET          ,OXYTET.50       ,,
     19962 ,08/07/18,   3 ,DIARHEA    ,   9 ,10/25/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     19970 ,08/09/18,   2 ,DIARHEA    ,  92 ,10/22/21,BVIT            ,PUMP/BOLUS,Tara,
     19970 ,08/09/18,   2 ,DIARHEA    ,  93 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
     19970 ,08/09/18,   2 ,DIARHEA    ,  94 ,10/24/21,                ,PUMP/BOLUS,Belsasar,
     19975 ,08/10/18,   2 ,DIARHEA    ,   2 ,06/02/21,                ,PUMP/BOLUS,Tara,
     19975 ,08/10/18,   2 ,DIARHEA    ,   3 ,06/03/21,                ,PUMP/BOLUS,Tara,
     19975 ,08/10/18,   3 ,DIARHEA    ,   8 ,05/30/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19975 ,08/10/18,   3 ,DIARHEA    ,  32 ,06/23/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     19977 ,08/10/18,   3 ,DIARHEA    ,  96 ,12/09/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
     19995 ,08/16/18,   3 ,DIARHEA    ,   3 ,11/04/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     20036 ,08/31/18,   2 ,PNEU       ,   3 ,09/25/21,                ,PolyFlex.22     ,Diana,
     20048 ,09/04/18,   4 ,DIARHEA    ,   7 ,07/10/23,PMP.BOL         ,PUMP/BOLUS,,
     20049 ,09/04/18,   2 ,PNEU       , 223 ,05/13/22,XC.20BOE        ,EXCEDE.20       ,,
     20065 ,09/11/18,   2 ,DIARHEA    ,  33 ,08/24/21,BVIT            ,PUMP/BOLUS,Tara,
     20078 ,09/14/18,   2 ,PNEU       , 221 ,08/14/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
     20097 ,09/21/18,   3 ,PNEU       ,   3 ,08/08/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     20100 ,09/23/18,   3 ,DIARHEA    ,   7 ,12/24/22,PMP.BOL         ,PUMP/BOLUS,Gamaliel,
     20100 ,09/23/18,   3 ,DIARHEA    ,  10 ,12/27/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20100 ,09/23/18,   3 ,DIARHEA    ,  22 ,01/08/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20107 ,09/24/18,   3 ,DIARHEA    ,   5 ,10/20/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     20138 ,10/15/18,   3 ,DIARHEA    ,   9 ,10/06/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     20159 ,10/26/18,   2 ,PNEU       , 330 ,08/22/22,OXY.59IV        ,Oxytet.59       ,,
     20183 ,11/03/18,   2 ,DIARHEA    ,  12 ,12/15/21,                ,PUMP/BOLUS,Diana,
     20183 ,11/03/18,   3 ,DIARHEA    ,   9 ,12/29/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20197 ,11/06/18,   2 ,PNEU       , 209 ,08/12/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     20222 ,11/16/18,   2 ,DIARHEA    ,  13 ,12/14/21,                ,PUMP/BOLUS,Diana,
     20222 ,11/16/18,   2 ,DIARHEA    ,  14 ,12/15/21,                ,PUMP/BOLUS,Diana,
     20222 ,11/16/18,   2 ,DIARHEA    ,  15 ,12/16/21,                ,PUMP/BOLUS,Diana,
     20248 ,11/24/18,   4 ,DIARHEA    ,   0 ,11/15/23,PMP.BOL         ,PUMP/BOLUS,,
     20287 ,12/11/18,   2 ,DIARHEA    , 364 ,11/04/22,PMP.BOL         ,PUMP/BOLUS,Diana,
     20288 ,12/11/18,   3 ,DIARHEA    , 367 ,10/29/23,PMP.BOL         ,PUMP/BOLUS,,
     20288 ,12/11/18,   4 ,DIARHEA    ,   7 ,10/29/23,PMP.BOL         ,PUMP/BOLUS,Samuel,
     20290 ,12/11/18,   3 ,DIARHEA    ,   4 ,02/16/23,CEF.26SQ        ,Ceftiofur.26    ,,
     20290 ,12/11/18,   3 ,DIARHEA    ,   4 ,02/16/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20307 ,12/20/18,   2 ,DIARHEA    ,  35 ,01/19/22,                ,PUMP/BOLUS,Diana,
     20307 ,12/20/18,   2 ,DIARHEA    ,  36 ,01/20/22,                ,PUMP/BOLUS,Diana,
     20308 ,12/20/18,   2 ,PNEU       , 109 ,05/09/22,POL.26IM        ,Polyflex.26     ,Moise's,
     20319 ,12/25/18,   3 ,DIARHEA    ,   3 ,01/05/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20325 ,12/26/18,   3 ,DIARHEA    , 232 ,11/29/23,PMP.BOL         ,PUMP/BOLUS,,
     20332 ,12/29/18,   2 ,PNEU       ,   5 ,12/18/21,                ,PolyFlex.22     ,Diana,
     20344 ,01/03/19,   2 ,DIARHEA    ,  11 ,01/23/22,                ,PUMP/BOLUS,Belsasar,
     20344 ,01/03/19,   2 ,DIARHEA    ,  12 ,01/24/22,                ,PUMP/BOLUS,,
     20344 ,01/03/19,   2 ,DIARHEA    ,  13 ,01/25/22,                ,PUMP/BOLUS,,
     20344 ,01/03/19,   2 ,DIARHEA    ,  14 ,01/26/22,                ,PUMP/BOLUS,,
     20351 ,01/07/19,   2 ,DIARHEA    ,   7 ,01/20/22,                ,PUMP/BOLUS,Diana,
     20351 ,01/07/19,   2 ,DIARHEA    ,   8 ,01/21/22,                ,PUMP/BOLUS,Diana,
     20359 ,01/10/19,   2 ,PNEU       ,  84 ,06/17/22,OXY.50IV        ,OXYTET.50       ,,
     20364 ,01/11/19,   3 ,DIARHEA    ,  14 ,02/04/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20380 ,01/19/19,   2 ,DIARHEA    , 235 ,08/11/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     20385 ,01/20/19,   2 ,PNEU       , 322 ,02/17/23,NOTREAT         ,No Treat        ,,
     20388 ,01/21/19,   3 ,DIARHEA    ,  76 ,08/22/23,PMP.BOL         ,PUMP/BOLUS,,
     20394 ,01/23/19,   3 ,DIARHEA    ,  50 ,03/05/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
     20394 ,01/23/19,   3 ,DIARHEA    ,  56 ,03/11/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20397 ,01/24/19,   3 ,DIARHEA    ,   7 ,05/27/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
     20403 ,01/28/19,   2 ,DIARHEA    ,   2 ,04/16/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     20403 ,01/28/19,   2 ,DIARHEA    ,   6 ,04/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     20403 ,01/28/19,   2 ,PNEU       ,   8 ,04/22/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
     20404 ,01/29/19,   1 ,DIARHEA    ,  16 ,03/18/21,                ,PUMP/BOLUS,Diana,
     20404 ,01/29/19,   1 ,DIARHEA    ,  17 ,03/19/21,                ,PUMP/BOLUS,Diana,
     20404 ,01/29/19,   1 ,DIARHEA    ,  18 ,03/20/21,                ,PUMP/BOLUS,Diana,
     20408 ,01/30/19,   2 ,PNEU       , 165 ,06/22/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
     20411 ,02/01/19,   2 ,DIARHEA    ,   2 ,02/28/22,                ,PUMP/BOLUS,Diana,
     20411 ,02/01/19,   2 ,DIARHEA    ,   3 ,03/01/22,                ,PUMP/BOLUS,Diana,
     20411 ,02/01/19,   2 ,DIARHEA    ,   4 ,03/02/22,                ,PUMP/BOLUS,Diana,
     20416 ,02/02/19,   2 ,DIARHEA    ,   9 ,06/22/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
     20419 ,02/03/19,   2 ,DIARHEA    ,   6 ,01/23/22,                ,PUMP/BOLUS,Belsasar,
     20419 ,02/03/19,   2 ,DIARHEA    ,   7 ,01/24/22,                ,PUMP/BOLUS,,
     20419 ,02/03/19,   2 ,DIARHEA    ,   8 ,01/25/22,                ,PUMP/BOLUS,,
     20419 ,02/03/19,   2 ,DIARHEA    ,  23 ,02/09/22,                ,PUMP/BOLUS,Diana,
